Tipo,Rubro,Subregion,Año,Municipio,Área Total,Área Producción,Volumen Producción
Permanentes,Aguacate Hass,Suroeste,2018,Betulia,104.00,54.00,540.00
Permanentes,Aguacate Hass,Occidente,2018,Buriticá,13.00,0.00,0.00
Permanentes,Aguacate Hass,Occidente,2018,Caicedo,93.00,23.00,230.00
Permanentes,Aguacate Hass,Occidente,2018,Caicedo,6.00,2.00,9.00
Permanentes,Aguacate Hass,Valle de Aburra,2018,Caldas,12.00,12.00,48.00
Permanentes,Aguacate Hass,Occidente,2018,Cañasgordas,24.00,0.00,0.00
Permanentes,Aguacate Hass,Suroeste,2018,Caramanta,10.00,5.00,50.00
Permanentes,Aguacate Hass,Oriente,2018,Concepción,5.00,5.00,75.00
Permanentes,Aguacate Hass,Suroeste,2018,Concordia,23.00,15.00,225.00
Permanentes,Aguacate Hass,Norte,2018,Don Matías,6.00,6.00,30.00
Permanentes,Aguacate Hass,Oriente,2018,El Carmen De Viboral,90.00,37.00,740.00
Permanentes,Aguacate Hass,Oriente,2018,El Peñol,661.00,531.00,6372.00
Permanentes,Aguacate Hass,Oriente,2018,El Retiro,596.00,359.00,7180.00
Permanentes,Aguacate Hass,Oriente,2018,El Santuario,227.00,199.00,1194.00
Permanentes,Aguacate Hass,Norte,2018,Entrerríos,22.00,20.00,200.00
Permanentes,Aguacate Hass,Suroeste,2018,Fredonia,50.00,50.00,300.00
Permanentes,Aguacate Hass,Occidente,2018,Frontino,4.10,4.10,16.40
Permanentes,Aguacate Hass,Occidente,2018,Giraldo,14.00,14.00,56.00
Permanentes,Aguacate Hass,Oriente,2018,Granada,190.00,50.00,750.00
Permanentes,Aguacate Hass,Oriente,2018,Guarne,354.00,341.00,3069.00
Permanentes,Aguacate Hass,Oriente,2018,Guatapé,21.00,19.00,123.50
Permanentes,Aguacate Hass,Occidente,2018,Heliconia,17.00,16.00,48.00
Permanentes,Aguacate Hass,Suroeste,2018,Jardín,122.60,96.00,1152.00
Permanentes,Aguacate Hass,Suroeste,2018,Jericó,392.00,90.00,900.00
Permanentes,Aguacate Hass,Oriente,2018,La Ceja,394.00,362.00,2896.00
Permanentes,Aguacate Hass,Oriente,2018,La Unión,109.50,32.50,520.00
Permanentes,Aguacate Hass,Occidente,2018,Liborina,178.00,30.00,90.00
Permanentes,Aguacate Hass,Oriente,2018,Marinilla,303.00,247.00,1729.00
Permanentes,Aguacate Hass,Suroeste,2018,Montebello,108.00,85.00,510.00
Permanentes,Aguacate Hass,Oriente,2018,Rionegro,225.00,160.00,1600.00
Permanentes,Aguacate Hass,Occidente,2018,Sabanalarga,12.00,0.00,0.00
Permanentes,Aguacate Hass,Suroeste,2018,Salgar,159.90,86.90,1042.80
Permanentes,Aguacate Hass,Occidente,2018,San Jerónimo,6.00,0.00,0.00
Permanentes,Aguacate Hass,Norte,2018,San Pedro De Los Milagros,124.50,71.00,781.00
Permanentes,Aguacate Hass,Oriente,2018,San Vicente,650.00,295.00,3392.50
Permanentes,Aguacate Hass,Occidente,2018,Santa Fe De Antioquia,41.00,19.00,53.20
Permanentes,Aguacate Hass,Norte,2018,Santa Rosa De Osos,40.50,6.50,78.00
Permanentes,Aguacate Hass,Oriente,2018,Sonsón,2120.00,1340.00,17420.00
Permanentes,Aguacate Hass,Occidente,2018,Sopetrán,22.00,17.30,77.85
Permanentes,Aguacate Hass,Suroeste,2018,Támesis,20.00,0.00,0.00
Permanentes,Aguacate Hass,Suroeste,2018,Tarso,35.90,31.40,188.40
Permanentes,Aguacate Hass,Suroeste,2018,Urrao,5142.00,1240.00,44640.00
Permanentes,Aguacate Hass,Norte,2018,Yarumal,28.30,15.00,150.00
Permanentes,Aguacate Lorena,Norte,2018,Angostura,2.00,0.00,0.00
Permanentes,Aguacate Lorena,Occidente,2018,Armenia,22.80,0.00,0.00
Permanentes,Aguacate Lorena,Occidente,2018,Buriticá,10.00,0.00,0.00
Permanentes,Aguacate Lorena,Magdalena Medio,2018,Caracolí,17.50,15.00,67.50
Permanentes,Aguacate Lorena,Occidente,2018,Ebéjico,30.00,30.00,60.00
Permanentes,Aguacate Lorena,Suroeste,2018,Hispania,3.00,3.00,11.70
Permanentes,Aguacate Lorena,Occidente,2018,San Jerónimo,10.00,0.00,0.00
Permanentes,Aguacate Lorena,Oriente,2018,San Rafael,10.00,0.00,0.00
Permanentes,Aguacate Lorena,Occidente,2018,Sopetrán,8.50,5.60,2.80
Permanentes,Aguacate Lorena,Norte,2018,Toledo,12.70,8.50,68.00
Permanentes,Aguacate Lorena,Norte,2018,Valdivia,32.00,32.00,144.00
Permanentes,Aguacate Lorena,Suroeste,2018,Valparaiso,26.00,24.00,288.00
Permanentes,Banano Criollo,Suroeste,2018,Betania,12.00,12.00,144.00
Permanentes,Banano Criollo,Occidente,2018,Caicedo,4.00,4.00,48.00
Permanentes,Banano Criollo,Suroeste,2018,Caramanta,115.00,115.00,1380.00
Permanentes,Banano Criollo,Suroeste,2018,Concordia,80.00,40.00,320.00
Permanentes,Banano Criollo,Occidente,2018,Giraldo,20.00,20.00,70.00
Permanentes,Banano Criollo,Suroeste,2018,Jardín,766.00,329.00,3948.00
Permanentes,Banano Criollo,Suroeste,2018,Jericó,17.00,17.00,255.00
Permanentes,Banano Criollo,Occidente,2018,Liborina,174.00,174.00,435.00
Permanentes,Banano Criollo,Suroeste,2018,Montebello,19.00,17.00,68.00
Permanentes,Banano Criollo,Suroeste,2018,Salgar,65.50,37.50,375.00
Permanentes,Banano Exportación,Urabá,2018,Apartadó,10536.90,10536.90,400612.94
Permanentes,Banano Exportación,Urabá,2018,Carepa,10536.90,10536.90,400612.94
Permanentes,Banano Exportación,Urabá,2018,Chigorodó,3512.30,3512.30,133537.65
Permanentes,Banano Exportación,Urabá,2018,Turbo,10536.90,10536.90,400612.94
Permanentes,Banano Manzano,Urabá,2018,Apartadó,126.00,126.00,2142.00
Permanentes,Banano Manzano,Urabá,2018,Carepa,175.00,175.00,3237.50
Permanentes,Banano Manzano,Urabá,2018,Chigorodó,40.00,40.00,400.00
Permanentes,Banano Manzano,Urabá,2018,Turbo,76.60,71.60,1217.20
Permanentes,Banano Monocultivo,Suroeste,2018,Andes,1027.00,1017.00,20340.00
Permanentes,Banano Monocultivo,Occidente,2018,Armenia,1.00,1.00,4.70
Permanentes,Banano Monocultivo,Occidente,2018,Cañasgordas,7.00,5.00,25.00
Permanentes,Banano Monocultivo,Suroeste,2018,Ciudad Bolívar,37.00,37.00,1480.00
Permanentes,Banano Monocultivo,Suroeste,2018,Concordia,45.00,0.00,0.00
Permanentes,Banano Monocultivo,Occidente,2018,Dabeiba,20.00,20.00,100.00
Permanentes,Banano Monocultivo,Occidente,2018,Frontino,8.00,8.00,40.00
Permanentes,Banano Monocultivo,Valle de Aburra,2018,Girardota,6.50,6.50,240.50
Permanentes,Banano Monocultivo,Suroeste,2018,Jardín,80.00,40.00,2112.00
Permanentes,Banano Monocultivo,Suroeste,2018,Jericó,8.00,8.00,120.00
Permanentes,Banano Monocultivo,Suroeste,2018,Salgar,109.50,69.50,2780.00
Permanentes,Banano Monocultivo,Suroeste,2018,Urrao,35.00,0.00,0.00
Permanentes,Borojó,Urabá,2018,Vigía Del Fuerte,77.00,74.00,222.00
Permanentes,Brevo,Oriente,2018,El Santuario,2.00,2.00,6.00
Permanentes,Brevo,Valle de Aburra,2018,Medellín,17.80,17.80,124.60
Permanentes,Brevo,Norte,2018,San Pedro De Los Milagros,1.50,1.50,16.50
Permanentes,Cacao,Oriente,2018,Abejorral,5.00,5.00,2.00
Permanentes,Cacao,Nordeste,2018,Amalfi,707.00,668.00,334.00
Permanentes,Cacao,Nordeste,2018,Anorí,240.00,230.00,161.00
Permanentes,Cacao,Urabá,2018,Apartadó,1744.00,1474.00,737.00
Permanentes,Cacao,Urabá,2018,Arboletes,238.00,230.00,138.00
Permanentes,Cacao,Oriente,2018,Argelia,238.00,40.00,80.00
Permanentes,Cacao,Suroeste,2018,Betulia,21.00,7.00,2.80
Permanentes,Cacao,Norte,2018,Briceño,147.00,32.00,41.60
Permanentes,Cacao,Occidente,2018,Buriticá,5.00,5.00,2.50
Permanentes,Cacao,Bajo Cauca,2018,Cáceres,370.00,240.00,96.00
Permanentes,Cacao,Norte,2018,Campamento,26.00,26.00,10.40
Permanentes,Cacao,Occidente,2018,Cañasgordas,137.50,92.50,64.75
Permanentes,Cacao,Magdalena Medio,2018,Caracolí,477.00,452.00,203.40
Permanentes,Cacao,Urabá,2018,Carepa,529.00,451.00,315.70
Permanentes,Cacao,Bajo Cauca,2018,Caucasia,100.00,30.00,12.00
Permanentes,Cacao,Urabá,2018,Chigorodó,693.50,628.50,502.80
Permanentes,Cacao,Nordeste,2018,Cisneros,5.00,5.00,4.00
Permanentes,Cacao,Oriente,2018,Cocorná,60.00,55.00,33.00
Permanentes,Cacao,Suroeste,2018,Concordia,33.00,10.00,5.00
Permanentes,Cacao,Occidente,2018,Dabeiba,232.00,197.00,197.00
Permanentes,Cacao,Occidente,2018,Ebéjico,40.00,40.00,20.00
Permanentes,Cacao,Bajo Cauca,2018,El Bagre,364.00,296.00,177.60
Permanentes,Cacao,Oriente,2018,El Carmen De Viboral,2.00,0.00,0.00
Permanentes,Cacao,Occidente,2018,Frontino,105.00,79.00,47.40
Permanentes,Cacao,Oriente,2018,Granada,5.00,0.00,0.00
Permanentes,Cacao,Norte,2018,Guadalupe,85.00,39.00,39.00
Permanentes,Cacao,Occidente,2018,Heliconia,2.00,2.00,2.00
Permanentes,Cacao,Norte,2018,Ituango,290.00,290.00,232.00
Permanentes,Cacao,Magdalena Medio,2018,Maceo,1590.00,1430.00,1001.00
Permanentes,Cacao,Urabá,2018,Mutatá,325.00,216.00,194.40
Permanentes,Cacao,Oriente,2018,Nariño,412.00,407.00,244.20
Permanentes,Cacao,Bajo Cauca,2018,Nechí,40.00,40.00,16.00
Permanentes,Cacao,Urabá,2018,Necoclí,1958.00,1360.00,680.00
Permanentes,Cacao,Magdalena Medio,2018,Puerto Berrío,178.00,178.00,71.20
Permanentes,Cacao,Magdalena Medio,2018,Puerto Nare,159.50,159.50,71.78
Permanentes,Cacao,Magdalena Medio,2018,Puerto Triunfo,108.00,90.00,45.00
Permanentes,Cacao,Nordeste,2018,Remedios,413.00,265.00,185.50
Permanentes,Cacao,Occidente,2018,Sabanalarga,2.00,2.00,1.00
Permanentes,Cacao,Norte,2018,San Andrés De Cuerquia,90.00,90.00,27.00
Permanentes,Cacao,Oriente,2018,San Carlos,236.00,139.00,278.00
Permanentes,Cacao,Oriente,2018,San Francisco,370.00,301.00,210.70
Permanentes,Cacao,Urabá,2018,San Juan De Urabá,159.00,159.00,127.20
Permanentes,Cacao,Oriente,2018,San Luis,327.00,220.00,264.00
Permanentes,Cacao,Urabá,2018,San Pedro De Urabá,507.00,447.00,223.50
Permanentes,Cacao,Oriente,2018,San Rafael,146.00,37.00,29.60
Permanentes,Cacao,Nordeste,2018,San Roque,242.00,242.00,193.60
Permanentes,Cacao,Suroeste,2018,Santa Bárbara,40.00,40.00,80.00
Permanentes,Cacao,Occidente,2018,Santa Fe De Antioquia,8.00,8.00,8.00
Permanentes,Cacao,Norte,2018,Santa Rosa De Osos,3.00,3.00,2.10
Permanentes,Cacao,Nordeste,2018,Santo Domingo,54.00,54.00,38.70
Permanentes,Cacao,Nordeste,2018,Segovia,173.00,157.00,62.80
Permanentes,Cacao,Oriente,2018,Sonsón,120.00,67.00,60.30
Permanentes,Cacao,Suroeste,2018,Támesis,191.50,191.50,114.90
Permanentes,Cacao,Bajo Cauca,2018,Tarazá,800.00,730.00,438.00
Permanentes,Cacao,Suroeste,2018,Tarso,43.30,38.30,65.11
Permanentes,Cacao,Suroeste,2018,Titiribí,23.50,13.50,10.80
Permanentes,Cacao,Norte,2018,Toledo,22.00,12.50,5.00
Permanentes,Cacao,Urabá,2018,Turbo,2459.00,1873.00,936.50
Permanentes,Cacao,Occidente,2018,Uramita,166.00,136.00,149.60
Permanentes,Cacao,Norte,2018,Valdivia,750.20,510.20,255.10
Permanentes,Cacao,Suroeste,2018,Valparaiso,11.70,11.70,14.40
Permanentes,Cacao,Nordeste,2018,Vegachí,892.00,837.00,502.20
Permanentes,Cacao,Urabá,2018,Vigía Del Fuerte,18.00,0.00,0.00
Permanentes,Cacao,Nordeste,2018,Yalí,478.00,441.00,308.70
Permanentes,Cacao,Norte,2018,Yarumal,54.00,42.00,33.60
Permanentes,Cacao,Nordeste,2018,Yolombó,294.00,194.00,116.40
Permanentes,Cacao,Magdalena Medio,2018,Yondó,121.00,121.00,96.80
Permanentes,Cacao,Bajo Cauca,2018,Zaragoza,287.00,268.50,161.10
Permanentes,Café,Oriente,2018,Abejorral,3333.03,2944.00,5593.60
Permanentes,Café,Occidente,2018,Abriaquí,146.00,127.00,279.40
Permanentes,Café,Oriente,2018,Alejandría,735.50,701.00,1052.80
Permanentes,Café,Suroeste,2018,Amagá,383.50,333.90,601.02
Permanentes,Café,Nordeste,2018,Amalfi,2532.50,2213.50,1992.15
Permanentes,Café,Suroeste,2018,Andes,10890.00,10366.00,15549.00
Permanentes,Café,Suroeste,2018,Angelópolis,681.00,677.00,947.80
Permanentes,Café,Norte,2018,Angostura,985.50,956.50,1913.00
Permanentes,Café,Nordeste,2018,Anorí,377.00,357.00,428.40
Permanentes,Café,Occidente,2018,Anzá,1899.00,1600.00,2880.00
Permanentes,Café,Oriente,2018,Argelia,1448.00,1115.00,2230.00
Permanentes,Café,Occidente,2018,Armenia,704.50,692.50,1038.75
Permanentes,Café,Valle de Aburra,2018,Barbosa,1056.00,960.00,2112.00
Permanentes,Café,Valle de Aburra,2018,Bello,156.00,156.00,156.00
Permanentes,Café,Suroeste,2018,Betania,6452.00,5542.00,9975.60
Permanentes,Café,Suroeste,2018,Betulia,5816.00,4463.00,8033.40
Permanentes,Café,Norte,2018,Briceño,687.00,597.00,597.00
Permanentes,Café,Occidente,2018,Buriticá,922.00,869.20,1353.00
Permanentes,Café,Occidente,2018,Caicedo,2412.00,2352.80,5882.00
Permanentes,Café,Valle de Aburra,2018,Caldas,140.30,132.70,212.32
Permanentes,Café,Norte,2018,Campamento,427.10,427.10,512.52
Permanentes,Café,Occidente,2018,Cañasgordas,3180.00,3030.00,5454.00
Permanentes,Café,Magdalena Medio,2018,Caracolí,2.00,2.00,0.80
Permanentes,Café,Suroeste,2018,Caramanta,826.00,694.00,1110.40
Permanentes,Café,Norte,2018,Carolina,20.00,17.50,19.25
Permanentes,Café,Nordeste,2018,Cisneros,205.00,205.00,287.00
Permanentes,Café,Suroeste,2018,Ciudad Bolívar,10044.00,8660.00,12990.00
Permanentes,Café,Oriente,2018,Cocorná,491.00,472.00,755.20
Permanentes,Café,Oriente,2018,Concepción,176.00,136.00,136.00
Permanentes,Café,Suroeste,2018,Concordia,7298.60,6148.60,12297.20
Permanentes,Café,Valle de Aburra,2018,Copacabana,144.00,144.00,115.20
Permanentes,Café,Occidente,2018,Dabeiba,1750.00,1652.00,2643.20
Permanentes,Café,Norte,2018,Don Matías,261.00,211.00,400.90
Permanentes,Café,Occidente,2018,Ebéjico,1909.00,1753.00,1928.30
Permanentes,Café,Oriente,2018,El Carmen De Viboral,184.00,134.00,241.20
Permanentes,Café,Oriente,2018,El Peñol,312.00,242.00,423.50
Permanentes,Café,Oriente,2018,El Retiro,180.00,139.00,208.50
Permanentes,Café,Suroeste,2018,Fredonia,2415.00,2281.00,3422.00
Permanentes,Café,Occidente,2018,Frontino,588.00,461.00,829.80
Permanentes,Café,Occidente,2018,Giraldo,738.00,658.00,1316.00
Permanentes,Café,Valle de Aburra,2018,Girardota,225.00,215.50,334.03
Permanentes,Café,Norte,2018,Gómez Plata,703.00,652.00,782.40
Permanentes,Café,Oriente,2018,Granada,259.00,244.00,317.20
Permanentes,Café,Norte,2018,Guadalupe,498.00,350.00,560.00
Permanentes,Café,Oriente,2018,Guatapé,15.00,13.00,22.10
Permanentes,Café,Occidente,2018,Heliconia,1259.00,702.50,2739.75
Permanentes,Café,Suroeste,2018,Hispania,1061.00,900.00,1575.00
Permanentes,Café,Norte,2018,Ituango,2594.30,2502.60,4629.81
Permanentes,Café,Suroeste,2018,Jardín,2302.00,1479.00,3697.50
Permanentes,Café,Suroeste,2018,Jericó,1392.00,1277.00,1915.50
Permanentes,Café,Oriente,2018,La Ceja,442.00,402.00,482.40
Permanentes,Café,Valle de Aburra,2018,La Estrella,68.00,68.00,102.00
Permanentes,Café,Occidente,2018,Liborina,1782.10,1436.10,3015.81
Permanentes,Café,Magdalena Medio,2018,Maceo,333.00,333.00,199.80
Permanentes,Café,Oriente,2018,Marinilla,77.00,62.00,62.00
Permanentes,Café,Valle de Aburra,2018,Medellín,1191.00,1191.00,952.80
Permanentes,Café,Suroeste,2018,Montebello,1600.00,1358.00,2580.00
Permanentes,Café,Oriente,2018,Nariño,1526.23,1396.20,2373.54
Permanentes,Café,Occidente,2018,Olaya,413.00,396.00,633.60
Permanentes,Café,Occidente,2018,Peque,1452.00,1367.00,2323.90
Permanentes,Café,Suroeste,2018,Pueblorrico,1938.00,1538.00,2307.00
Permanentes,Café,Occidente,2018,Sabanalarga,1727.00,1647.00,3788.10
Permanentes,Café,Valle de Aburra,2018,Sabaneta,35.10,31.10,46.60
Permanentes,Café,Suroeste,2018,Salgar,7895.00,6874.00,12373.20
Permanentes,Café,Norte,2018,San Andrés De Cuerquia,1036.00,1020.00,1020.00
Permanentes,Café,Oriente,2018,San Carlos,891.90,771.90,2315.70
Permanentes,Café,Oriente,2018,San Francisco,243.00,195.46,293.19
Permanentes,Café,Occidente,2018,San Jerónimo,667.00,549.00,1098.00
Permanentes,Café,Oriente,2018,San Luis,310.00,300.00,750.00
Permanentes,Café,Oriente,2018,San Rafael,819.40,630.00,378.00
Permanentes,Café,Nordeste,2018,San Roque,1283.50,1213.50,1213.50
Permanentes,Café,Oriente,2018,San Vicente,61.50,30.00,48.00
Permanentes,Café,Suroeste,2018,Santa Bárbara,2200.00,2050.00,4100.00
Permanentes,Café,Occidente,2018,Santa Fe De Antioquia,2185.00,2008.00,3815.20
Permanentes,Café,Norte,2018,Santa Rosa De Osos,687.00,687.00,961.80
Permanentes,Café,Nordeste,2018,Santo Domingo,1419.00,1404.50,1300.00
Permanentes,Café,Oriente,2018,Sonsón,3870.00,3522.00,5283.00
Permanentes,Café,Occidente,2018,Sopetrán,1186.00,1166.00,1865.60
Permanentes,Café,Suroeste,2018,Támesis,1875.00,1865.00,2424.50
Permanentes,Café,Suroeste,2018,Tarso,1079.42,886.17,1152.02
Permanentes,Café,Suroeste,2018,Titiribí,508.00,459.00,826.20
Permanentes,Café,Norte,2018,Toledo,1220.50,1161.80,2207.40
Permanentes,Café,Occidente,2018,Uramita,464.00,442.00,574.60
Permanentes,Café,Suroeste,2018,Urrao,1030.00,990.00,1188.00
Permanentes,Café,Norte,2018,Valdivia,65.00,65.00,45.50
Permanentes,Café,Suroeste,2018,Valparaiso,590.00,521.00,677.30
Permanentes,Café,Nordeste,2018,Vegachí,562.00,542.00,433.60
Permanentes,Café,Suroeste,2018,Venecia,715.00,676.00,1352.00
Permanentes,Café,Nordeste,2018,Yalí,378.00,312.00,156.00
Permanentes,Café,Norte,2018,Yarumal,294.00,294.00,441.00
Permanentes,Café,Nordeste,2018,Yolombó,1435.00,1376.00,1651.20
Permanentes,Caña,Oriente,2018,Abejorral,215.00,215.00,1182.50
Permanentes,Caña,Occidente,2018,Abriaquí,132.00,120.00,480.00
Permanentes,Caña,Oriente,2018,Alejandría,229.00,212.00,1378.00
Permanentes,Caña,Suroeste,2018,Amagá,75.50,71.00,213.00
Permanentes,Caña,Nordeste,2018,Amalfi,749.00,729.00,2916.00
Permanentes,Caña,Suroeste,2018,Andes,160.00,160.00,1120.00
Permanentes,Caña,Suroeste,2018,Angelópolis,68.50,68.00,285.60
Permanentes,Caña,Norte,2018,Angostura,1438.00,1432.00,11456.00
Permanentes,Caña,Nordeste,2018,Anorí,721.00,717.00,3585.00
Permanentes,Caña,Occidente,2018,Anzá,28.00,25.00,50.00
Permanentes,Caña,Oriente,2018,Argelia,150.00,100.00,300.00
Permanentes,Caña,Valle de Aburra,2018,Barbosa,1018.00,1018.00,6108.00
Permanentes,Caña,Suroeste,2018,Betania,8.00,8.00,64.00
Permanentes,Caña,Suroeste,2018,Betulia,110.00,90.00,720.00
Permanentes,Caña,Norte,2018,Briceño,112.00,104.00,312.00
Permanentes,Caña,Occidente,2018,Buriticá,48.00,40.00,80.00
Permanentes,Caña,Occidente,2018,Caicedo,36.50,36.50,65.70
Permanentes,Caña,Norte,2018,Campamento,3908.00,3908.00,14850.40
Permanentes,Caña,Occidente,2018,Cañasgordas,162.20,132.20,766.76
Permanentes,Caña,Magdalena Medio,2018,Caracolí,46.00,44.00,176.00
Permanentes,Caña,Suroeste,2018,Caramanta,270.00,260.00,1742.00
Permanentes,Caña,Nordeste,2018,Cisneros,806.00,801.00,4005.00
Permanentes,Caña,Suroeste,2018,Ciudad Bolívar,39.00,37.00,333.00
Permanentes,Caña,Oriente,2018,Cocorná,636.00,626.00,2942.20
Permanentes,Caña,Oriente,2018,Concepción,131.00,131.00,393.00
Permanentes,Caña,Suroeste,2018,Concordia,155.00,155.00,1085.00
Permanentes,Caña,Valle de Aburra,2018,Copacabana,55.00,53.00,106.00
Permanentes,Caña,Occidente,2018,Dabeiba,569.00,445.00,667.50
Permanentes,Caña,Norte,2018,Don Matías,220.00,220.00,770.00
Permanentes,Caña,Occidente,2018,Ebéjico,674.00,674.00,3370.00
Permanentes,Caña,Oriente,2018,El Carmen De Viboral,133.00,133.00,332.50
Permanentes,Caña,Suroeste,2018,Fredonia,90.00,76.00,456.00
Permanentes,Caña,Occidente,2018,Frontino,1654.00,1459.00,11672.00
Permanentes,Caña,Occidente,2018,Giraldo,21.00,17.00,51.00
Permanentes,Caña,Valle de Aburra,2018,Girardota,603.40,603.20,2231.84
Permanentes,Caña,Norte,2018,Gómez Plata,210.50,156.50,538.90
Permanentes,Caña,Oriente,2018,Granada,423.00,416.00,1456.00
Permanentes,Caña,Norte,2018,Guadalupe,250.00,150.00,630.00
Permanentes,Caña,Occidente,2018,Heliconia,57.00,36.00,90.00
Permanentes,Caña,Suroeste,2018,Hispania,27.00,23.00,96.60
Permanentes,Caña,Norte,2018,Ituango,678.00,678.00,2712.00
Permanentes,Caña,Suroeste,2018,Jardín,53.00,53.00,424.00
Permanentes,Caña,Occidente,2018,Liborina,111.00,110.00,220.00
Permanentes,Caña,Magdalena Medio,2018,Maceo,506.00,506.00,2024.00
Permanentes,Caña,Valle de Aburra,2018,Medellín,100.20,100.20,601.20
Permanentes,Caña,Suroeste,2018,Montebello,11.00,11.00,55.00
Permanentes,Caña,Urabá,2018,Murindó,6.00,5.00,25.00
Permanentes,Caña,Oriente,2018,Nariño,1068.00,1060.00,4134.00
Permanentes,Caña,Occidente,2018,Olaya,3.00,3.00,12.00
Permanentes,Caña,Occidente,2018,Peque,86.00,82.00,328.00
Permanentes,Caña,Suroeste,2018,Pueblorrico,194.00,184.00,644.00
Permanentes,Caña,Magdalena Medio,2018,Puerto Berrío,20.00,20.00,60.00
Permanentes,Caña,Nordeste,2018,Remedios,150.00,150.00,600.00
Permanentes,Caña,Occidente,2018,Sabanalarga,41.00,40.00,76.00
Permanentes,Caña,Suroeste,2018,Salgar,27.00,21.00,147.00
Permanentes,Caña,Norte,2018,San Andrés De Cuerquia,80.00,80.00,240.00
Permanentes,Caña,Oriente,2018,San Carlos,943.00,938.00,4690.00
Permanentes,Caña,Oriente,2018,San Francisco,60.00,57.00,119.70
Permanentes,Caña,Occidente,2018,San Jerónimo,16.00,16.00,80.00
Permanentes,Caña,Oriente,2018,San Luis,336.00,336.00,1008.00
Permanentes,Caña,Oriente,2018,San Rafael,556.00,556.00,2224.00
Permanentes,Caña,Nordeste,2018,San Roque,3166.00,3032.00,15160.00
Permanentes,Caña,Suroeste,2018,Santa Bárbara,300.00,300.00,1800.00
Permanentes,Caña,Occidente,2018,Santa Fe De Antioquia,16.00,15.00,30.00
Permanentes,Caña,Norte,2018,Santa Rosa De Osos,184.00,184.00,736.00
Permanentes,Caña,Nordeste,2018,Santo Domingo,1825.00,1825.00,7300.00
Permanentes,Caña,Oriente,2018,Sonsón,668.00,668.00,3006.00
Permanentes,Caña,Suroeste,2018,Támesis,149.20,149.20,537.12
Permanentes,Caña,Suroeste,2018,Tarso,15.90,13.90,83.40
Permanentes,Caña,Suroeste,2018,Titiribí,110.00,110.00,495.00
Permanentes,Caña,Norte,2018,Toledo,3.00,0.00,0.00
Permanentes,Caña,Occidente,2018,Uramita,594.00,334.00,1336.00
Permanentes,Caña,Suroeste,2018,Urrao,1023.80,993.80,2335.40
Permanentes,Caña,Suroeste,2018,Valparaiso,103.00,102.00,510.00
Permanentes,Caña,Nordeste,2018,Vegachí,1575.00,1550.00,6200.00
Permanentes,Caña,Urabá,2018,Vigía Del Fuerte,58.30,23.30,34.95
Permanentes,Caña,Nordeste,2018,Yalí,1107.00,1102.00,4959.00
Permanentes,Caña,Norte,2018,Yarumal,243.00,202.00,848.40
Permanentes,Caña,Nordeste,2018,Yolombó,5392.00,5382.00,21528.00
Permanentes,Caña Forrajera,Nordeste,2018,Remedios,150.00,150.00,3750.00
Permanentes,Cardamomo,Suroeste,2018,Caramanta,25.00,25.00,37.50
Permanentes,Cardamomo,Suroeste,2018,Jericó,39.00,25.00,125.00
Permanentes,Cardamomo,Suroeste,2018,Tarso,20.00,20.00,12.00
Permanentes,Cardamomo,Suroeste,2018,Valparaiso,16.00,13.50,20.20
Permanentes,Caucho,Nordeste,2018,Amalfi,56.00,7.00,6.30
Permanentes,Caucho,Urabá,2018,Arboletes,90.00,90.00,54.00
Permanentes,Caucho,Bajo Cauca,2018,Cáceres,2025.00,250.00,500.00
Permanentes,Caucho,Urabá,2018,Carepa,6.00,6.00,3.60
Permanentes,Caucho,Bajo Cauca,2018,Caucasia,1524.80,0.00,0.00
Permanentes,Caucho,Bajo Cauca,2018,El Bagre,255.00,85.00,76.50
Permanentes,Caucho,Magdalena Medio,2018,Maceo,60.00,60.00,36.00
Permanentes,Caucho,Urabá,2018,Mutatá,194.00,190.00,95.00
Permanentes,Caucho,Bajo Cauca,2018,Nechí,324.00,130.00,130.00
Permanentes,Caucho,Urabá,2018,Necoclí,121.50,89.50,125.30
Permanentes,Caucho,Magdalena Medio,2018,Puerto Berrío,159.00,29.00,43.50
Permanentes,Caucho,Magdalena Medio,2018,Puerto Triunfo,18.00,18.00,21.60
Permanentes,Caucho,Norte,2018,San Andrés De Cuerquia,2.00,0.00,0.00
Permanentes,Caucho,Urabá,2018,San Pedro De Urabá,103.00,0.00,0.00
Permanentes,Caucho,Nordeste,2018,San Roque,15.00,15.00,15.00
Permanentes,Caucho,Nordeste,2018,Segovia,3.00,0.00,0.00
Permanentes,Caucho,Bajo Cauca,2018,Tarazá,2244.00,2044.00,1430.80
Permanentes,Caucho,Urabá,2018,Turbo,454.00,0.00,0.00
Permanentes,Caucho,Norte,2018,Valdivia,60.00,24.00,9.60
Permanentes,Caucho,Nordeste,2018,Vegachí,15.00,15.00,15.00
Permanentes,Caucho,Nordeste,2018,Yolombó,184.00,0.00,0.00
Permanentes,Caucho,Magdalena Medio,2018,Yondó,110.00,12.00,9.60
Permanentes,Caucho,Bajo Cauca,2018,Zaragoza,1355.00,1240.00,372.00
Permanentes,Cítricos,Valle de Aburra,2018,La Estrella,16.00,16.00,288.00
Permanentes,Cítricos,Suroeste,2018,Montebello,110.00,110.00,1100.00
Permanentes,Cítricos,Suroeste,2018,Santa Bárbara,600.00,600.00,4200.00
